house,census_tract,country,interview_date,lat,long,hh_size,migrant_num,wealth_index,remit,frequency,severity,dispersion,area,SVI_severity,pop_cent_lat,pop_cent_long,NDVI_mean
1103,ndorong,senegal,2009-11-01,14.08694396,-16.35938655,11,6,0.777482075947176,1,0.2,-3.3610024452209473,-0.19999999999999973,40611737.75569371,-0.09217378962256968,14.0770377,-16.39672928,0.1833593257273463
3023,dieuppeul 1,senegal,2009-11-01,14.71807,-17.45718,16,1,1.5835579923764,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
331,zone b batiment,senegal,2009-11-01,14.69727437,-17.45416872,10,0,2.55892911748352,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
179,gilbraltar,senegal,2009-11-01,14.68713208,-17.44338479,5,0,2.01066673864884,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
3006,sacre coeur 1,senegal,2009-11-01,14.7166,-17.4627,4,2,3.2704220213662,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
409,cite des enseignants,senegal,2009-11-01,14.77683245,-17.40519022,4,1,2.67726227662394,1,0.2,-3.452143669128418,-0.19999999999999984,69691.75401648635,0,14.77734506,-17.39599836,0.1089818340392096
979,keur serigne louga,senegal,2009-11-01,15.60644218,-16.23380986,40,9,2.40108309795348,1,0.6,-2.5296479066212973,-0.5999999999999999,30282955.40571375,0.8032215312537719,15.6680352,-16.23192106,0.1787053451419866
194,ouagou niayes 2,senegal,2009-11-01,14.70737,-17.449,11,1,1.77212265485768,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
380,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,6,1,3.14099512855637,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
329,zone b batiment,senegal,2009-11-01,14.69727437,-17.45416872,7,0,1.26601646396677,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
175,gibraltar,senegal,2009-11-01,14.68713208,-17.44338479,10,1,1.8165263994340899,0,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
695,ndiandiakhoune,senegal,2009-11-01,NA,NA,10,3,2.16023652654395,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
3075,sacre coeur 1,senegal,2009-11-01,14.7166,-17.4627,4,0,3.42701784058527,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
170,hlm 6 nimzat,senegal,2009-11-01,14.72704,-17.4436,7,3,3.21865126424227,1,0,0,0,0,0,14.72402296,-17.45998489,0.10319156482409106
50,mermoz ambassade,senegal,2009-11-01,14.68949,-17.47308,7,0,1.68263976955109,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
176,gibraltar 1,senegal,2009-11-01,14.68384,-17.42093,13,1,2.00703775034224,1,0,0,0,0,0,14.66195934,-17.39599836,0.1089818340392096
312,liberte 3,senegal,2009-11-01,14.71592245,-17.45517723,4,3,1.50861740936955,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
181,gibraltar 1,senegal,2009-11-01,14.68384,-17.42093,20,0,1.34766539625631,1,0,0,0,0,0,14.66195934,-17.39599836,0.1089818340392096
3011,liberte 3,senegal,2009-11-01,14.71592245,-17.45517723,13,1,3.03745361430851,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
642,hlm 4,senegal,2009-11-01,14.71207849,-17.44431032,7,4,3.31356431896948,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
269,sacre coeur 3,senegal,2009-11-01,14.72046,-17.46744,6,2,2.01268934521804,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
116,hlm 6 nimzath,senegal,2009-11-01,14.81137,-17.25236,3,0,2.76212552921235,NA,0.2,-3.478778123855591,-0.19999999999999984,108414.2033981107,1.0955087139818869,14.81724179,-17.22764196,0.18828021833687897
379,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,9,5,2.06502603362897,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
180,gibraltar,senegal,2009-11-01,14.68713208,-17.44338479,18,1,2.44851421201931,0,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
110,cite lobatt fall,senegal,2009-11-01,14.74682,-17.40995,5,2,3.21865126424227,0,0.2,-3.461019515991211,-0.19999999999999984,69691.75401648635,1.4319276423264522,14.74391863,-17.39599836,0.1089818340392096
225,dieuppeul 4,senegal,2009-11-01,14.71807,-17.45718,20,5,1.34475644212747,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
173,gibraltar,senegal,2009-11-01,14.68713208,-17.44338479,11,6,2.56724941773558,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
115,mermoz ambassades,senegal,2009-11-01,14.68949,-17.47308,4,0,2.76818791617876,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
430,parcelles ass u 4,senegal,2009-11-01,14.76143208,-17.4405089,10,1,2.07148665718864,1,0,0,0,0,0,14.76581033,-17.45998489,0.10319156482409106
787,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,2,0,-2.55971358378325,NA,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1618,diandioly,senegal,2009-11-01,15.54077403,-13.24904558,5,1,-4.17427576966371,0,0.6,-1.4896016120910645,0.06666666666666665,26500229.788067397,0.12725534897306626,15.6680352,-13.36263999,0.14903519149594585
1345,sinthiou cire mato,senegal,2009-11-01,16.04509141,-13.72755926,3,0,-2.9611840879292,NA,0.2,-4.243414402008057,-0.19999999999999973,31792169.6249615,0.16731002654052762,16.0110665,-13.6728487,0.15316924169995985
1075,nguene seye h darou,senegal,2009-11-01,15.36875219,-16.17234333,8,1,-3.12630270850982,1,0.6,-2.479328989982605,0.06666666666666665,29634013.95515437,0.971852906326331,15.38130032,-16.18754008,0.18729924102349163
1082,nguene seye h darou,senegal,2009-11-01,15.36875219,-16.17234333,9,0,-3.14928489311366,NA,0.6,-2.479328989982605,0.06666666666666665,29634013.95515437,0.971852906326331,15.38130032,-16.18754008,0.18729924102349163
1617,diandioly,senegal,2009-11-01,15.54077403,-13.24904558,5,1,-2.22910028698563,1,0.6,-1.4896016120910645,0.06666666666666665,26500229.788067397,0.12725534897306626,15.6680352,-13.36263999,0.14903519149594585
1333,aoure,senegal,2009-11-01,15.14596428,-12.94689277,9,1,-3.67727650127396,1,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
904,baridian,senegal,2009-11-01,14.71688363,-17.46683875,5,2,-2.69796129016341,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
867,baredji de diane,senegal,2009-11-01,14.5609965,-16.33790165,12,0,-3.94663892884334,NA,0.2,-3.1888327598571777,-0.19999999999999973,40611737.75569371,0.6153174821014129,14.50274052,-16.39672928,0.1954397884798749
1206,madiyana,senegal,2009-11-01,14.9198,-15.8823,5,2,-2.21350308409423,1,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1472,ndiaku,senegal,2009-11-01,16.02259398,-13.70369001,11,0,-3.78988861909933,NA,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
908,paye baridian,senegal,2009-11-01,14.71688363,-17.46683875,10,0,-3.32357938779673,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
910,baridian,senegal,2009-11-01,14.71688363,-17.46683875,9,3,-2.31969911195251,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1376,nguidjilogne somone,senegal,2009-11-01,NA,NA,11,1,-3.82861394520705,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1634,nguevy,senegal,2009-11-01,13.78607662,-15.79470889,9,0,-3.20598145076492,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1628,diandioly,senegal,2009-11-01,15.54077403,-13.24904558,13,6,-3.09430889196217,1,0.6,-1.4896016120910645,0.06666666666666665,26500229.788067397,0.12725534897306626,15.6680352,-13.36263999,0.14903519149594585
1373,guindjilogne,senegal,2009-11-01,NA,NA,4,1,-3.70833895554832,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1363,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,2,2,-3.55302668417653,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
922,paye baridian,senegal,2009-11-01,14.71688363,-17.46683875,6,2,-3.65164239789706,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
913,baridian,senegal,2009-11-01,14.71688363,-17.46683875,10,0,-1.82449158493566,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
918,baridian,senegal,2009-11-01,14.71688363,-17.46683875,9,4,-2.71263005898269,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1633,nguevy,senegal,2009-11-01,13.78607662,-15.79470889,10,1,-1.96787098753593,1,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1648,nguevy,senegal,2009-11-01,13.78607662,-15.79470889,10,1,-3.05868606814678,0,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1637,keur ndiogou dieng,senegal,2009-11-01,13.78607662,-15.79470889,8,0,-3.4210813680143,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
903,baridian,senegal,2009-11-01,14.71688363,-17.46683875,12,2,-3.96226694064065,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1666,nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,12,3,-3.26576909664251,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1467,hodio,senegal,2009-11-01,16.05755556,-13.72019879,7,1,-3.63712811960271,1,0.2,-4.244600772857666,-0.19999999999999973,31792169.6249615,0.23052000582194965,16.0110665,-13.6728487,0.14832461957741871
788,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,15,7,-3.24971403824071,1,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
905,baridian,senegal,2009-11-01,14.71688363,-17.46683875,8,1,-2.98204688130371,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1668,nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,13,1,-3.05221472350629,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1351,sinthiou cire mato,senegal,2009-11-01,16.04509141,-13.72755926,6,1,-3.68634710485147,0,0.2,-4.243414402008057,-0.19999999999999973,31792169.6249615,0.16731002654052762,16.0110665,-13.6728487,0.15316924169995985
1451,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,6,0,-3.73774544478818,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1270,khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,5,1,-0.903170793151911,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1323,aoure,senegal,2009-11-01,15.14596428,-12.94689277,9,0,-3.0388402236151,NA,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
1650,keur amath drame,senegal,2009-11-01,13.78607662,-15.79470889,11,1,-3.6257570193351,0,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1473,ndiakir,senegal,2009-11-01,16.02259398,-13.70369001,10,0,-3.91542198404405,NA,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
880,beredji de diane,senegal,2009-11-01,NA,NA,9,1,-3.79132665747155,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
879,beredji de diane,senegal,2009-11-01,NA,NA,6,1,-3.56976015958739,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1658,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,7,0,-2.44588389386482,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1355,agnam sivol,senegal,2009-11-01,NA,NA,9,3,-4.3325122300979,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1074,nguene seye,senegal,2009-11-01,15.36305,-16.22797,6,1,-3.11045682527071,1,0.6,-2.510584592819214,0.06666666666666665,29634013.95515437,0.8968196034904261,15.38130032,-16.23192106,0.18345469763023664
476,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,10,0,-2.74680785822494,NA,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
488,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,3,1,-2.0376370003978,1,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
881,beredji de diame,senegal,2009-11-01,14.5609965,-16.33790165,10,2,-3.63601438609975,1,0.2,-3.1888327598571777,-0.19999999999999973,40611737.75569371,0.6153174821014129,14.50274052,-16.39672928,0.1954397884798749
1665,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,12,1,-3.17258173381943,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1652,manfjigui,senegal,2009-11-01,14.1046257,-15.54985414,6,0,-2.49765465098875,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1624,diandioly,senegal,2009-11-01,15.54077403,-13.24904558,17,3,-1.69284527889232,1,0.6,-1.4896016120910645,0.06666666666666665,26500229.788067397,0.12725534897306626,15.6680352,-13.36263999,0.14903519149594585
1586,wouro doro,senegal,2009-11-01,15.00226737,-14.67912165,12,1,-2.97132935407742,1,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
1353,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,5,2,-3.04912839928567,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
1654,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,7,0,-2.56449647478822,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1572,zoumboul samba abdou,senegal,2009-11-01,15.00226737,-14.67912165,19,0,-3.75390036429765,NA,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
713,khandane,senegal,2009-11-01,NA,NA,6,1,-2.20854647466099,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1636,keur amath drame,senegal,2009-11-01,13.78607662,-15.79470889,12,0,-4.24348499414439,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
621,niagha ouolof,senegal,2009-11-01,14.80539524,-17.23892342,5,0,-2.13936805908623,NA,0.2,-3.478778123855591,-0.19999999999999984,108414.2033981107,1.0955087139818869,14.81724179,-17.22764196,0.18828021833687897
855,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,8,0,-1.13224567234449,NA,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1477,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,12,1,-2.29760451952042,1,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1202,touba madiyana,senegal,2009-11-01,14.9198,-15.8823,9,0,-3.19951487013014,NA,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1478,asnde balla,senegal,2009-11-01,14.47940917,-14.51631588,4,1,-3.70833895554832,1,0.6,-2.409195383389791,1.4,180363716.8325099,0.7856890285388708,14.47252629,-14.56250057,0.2046936484867945
1657,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,11,0,-2.3973552476384,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1374,nguilogne somone,senegal,2009-11-01,15.9373344,-13.35219736,11,1,-2.54011901443664,1,0.6,-1.424777269363403,-0.5999999999999999,69908285.96822166,0.5708981717969052,16.0110665,-13.36263999,0.15589432710145062
1578,loumbol samba abdou,senegal,2009-11-01,15.00226737,-14.67912165,15,1,-3.27180863067279,1,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
1072,affe 2h1 peul affe2,senegal,2009-11-01,15.80634938,-16.29988776,4,0,-3.4210813680143,NA,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1468,hodio,senegal,2009-11-01,16.05755556,-13.72019879,6,0,-4.3325122300979,1,0.2,-4.244600772857666,-0.19999999999999973,31792169.6249615,0.23052000582194965,16.0110665,-13.6728487,0.14832461957741871
1479,ndiakir,senegal,2009-11-01,16.02259398,-13.70369001,6,1,-2.66436883153408,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
1660,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,12,4,-3.17258173381943,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1475,hodio,senegal,2009-11-01,16.05755556,-13.72019879,4,1,-2.64619053303948,1,0.2,-4.244600772857666,-0.19999999999999973,31792169.6249615,0.23052000582194965,16.0110665,-13.6728487,0.14832461957741871
1449,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,7,1,-3.70341315502099,0,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
492,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,13,0,-1.76043587435515,NA,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
884,leona sud,senegal,2009-11-01,14.69755622,-16.45053577,5,0,-2.40940857377954,NA,0.4,-2.1973668932914734,0.6000000000000005,56448417.362842165,0.07814291359068906,14.72094534,-16.45109143,0.19512703103288512
1352,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,9,2,-2.18112031599157,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
481,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,6,0,-2.29760451952042,NA,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
486,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,5,0,-2.21994838383452,NA,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
1591,sorry,senegal,2009-11-01,15.20066949,-12.94539215,4,0,-3.70833895554832,NA,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1457,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,6,0,-3.74066963385058,NA,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1335,aoure,senegal,2009-11-01,15.14596428,-12.94689277,6,1,-4.3325122300979,1,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
1671,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,6,1,-2.25387193204463,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1383,nguidjilogne somona,senegal,2009-11-01,15.9373344,-13.35219736,8,0,-3.4210813680143,NA,0.6,-1.424777269363403,-0.5999999999999999,69908285.96822166,0.5708981717969052,16.0110665,-13.36263999,0.15589432710145062
1400,boynadji roumbe,senegal,2009-11-01,NA,NA,2,2,-2.35374428879049,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
917,paye baridian,senegal,2009-11-01,14.71688363,-17.46683875,5,3,-1.68791471435927,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
707,khandane,senegal,2009-11-01,NA,NA,13,4,-3.20968372212408,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1071,affe 2h1peul affe,senegal,2009-11-01,15.80634938,-16.29988776,7,0,-2.01964174465986,NA,0.8,-1.6397347648938496,-0.29999999999999993,34712926.15770709,0.11939523981681506,15.71702669,-16.26780651,0.17041258258559827
1450,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,6,3,-4.24348499414439,1,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1486,ndiakir,senegal,2009-11-01,16.02259398,-13.70369001,12,4,-2.87814199125434,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
1571,zoumboul samba abdou,senegal,2009-11-01,15.00226737,-14.67912165,15,0,-3.1941524949869,NA,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
1600,sorry,senegal,2009-11-01,15.20066949,-12.94539215,5,1,-4.64313677284149,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
909,ndiayalla,senegal,2009-11-01,14.97599298,-16.44924477,8,1,-3.22003787354886,1,0.6,-2.059367060661316,1.4,47637474.309924565,0.5440287993906655,15.03429087,-16.45109143,0.1904741676616532
1859,fanaye,senegal,2009-11-01,16.52599054,-15.22269493,16,2,-3.88994237119209,0,0.4,-2.0280222296714783,-0.3999999999999999,50103344.19842622,1.0101324341621338,16.47147469,-15.27583107,0.15500495166200828
1661,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,9,2,-2.34239244596737,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1670,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,12,2,-3.17258173381943,0,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1656,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,17,0,-2.99610099913642,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1925,namaye,senegal,2009-11-01,16.42777753,-14.09801568,7,0,-4.36191871933776,NA,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
783,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,9,2,-2.31969911195251,0,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1663,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,14,1,-2.3990813271767,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1639,keur birame ba,senegal,2009-11-01,13.78607662,-15.79470889,8,1,-2.67885230092251,1,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
745,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,1,0,-1.3408148515304,NA,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1659,nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,9,1,-3.20598145076492,1,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1599,sorry,senegal,2009-11-01,15.20066949,-12.94539215,4,1,-1.7396854714832,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1601,sorry,senegal,2009-11-01,15.20066949,-12.94539215,6,1,-3.1008991564096,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1641,keur amath drame,senegal,2009-11-01,13.78607662,-15.79470889,7,1,-3.50658749328992,1,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
1605,sorry,senegal,2009-11-01,15.20066949,-12.94539215,6,1,-3.79906454644483,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1589,sony,senegal,2009-11-01,15.20066949,-12.94539215,18,0,-3.61978470283499,NA,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1598,sorry,senegal,2009-11-01,15.20066949,-12.94539215,8,1,-3.75518391214493,1,0.6,-1.9743191401163735,1.4,56480806.52208929,0.37369348981896616,15.23872587,-13.36263999,0.18089102380088468
1447,medina torobe,senegal,2009-11-01,15.41865156,-13.18384815,13,0,-3.67854472530186,NA,0.6,-1.7538409531116486,0.06666666666666665,31893940.416139115,0.2595341742764887,15.38130032,-13.36263999,0.17389833026914428
1655,darou nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,15,0,-2.01148194638385,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
480,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,6,1,-1.13224567234449,1,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
1653,nandjigui,senegal,2009-11-01,14.1046257,-15.54985414,7,0,-3.07162875742776,NA,0.2,-3.7520689964294434,-0.19999999999999973,40611737.75569371,1.924866090235464,14.0770377,-15.5307987,0.1960147009289913
1579,loumbol samba abdou,senegal,2009-11-01,15.00226737,-14.67912165,11,1,-3.84421114809844,0,0.4,-1.402790904045105,-0.3999999999999999,48087754.75601864,-0.12812182152847945,15.03429087,-14.76136369,0.19114254824445437
1631,samba malick,senegal,2009-11-01,13.78607662,-15.79470889,10,0,-2.53861109622625,NA,0.4,-2.613256871700287,0.6000000000000005,34359803.787766814,-0.02747643903170016,13.7751637,-15.78133054,0.20593115061153844
341,mbour i,senegal,2009-11-01,14.68562239,-17.45034661,6,0,-1.57619063576302,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
